Rgb-14-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad by looking at the instructions manual on the wall. The girl has short hairs, wearing gray t-shirt. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too."
Rgb-15-1,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man has short hairs, wearing pink checkbox shirt and gray pants. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons."
Rgb-15-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man has short hairs, wearing pink checkbox shirt and gray pants. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-16-1,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing blue shirt and jeans. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-16-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing blue shirt and jeans. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too."
Rgb-17-1,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing red jacket and gray pants. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too."
Rgb-17-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing red jacket and gray pants. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-18-1,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing white t-shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-18-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing white t-shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too"
Rgb-19-1,"A video,  a man in red checkbox shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is has long hairs, is skinny and wearing designed white shirt. She is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The man comes at the end as well and picks a kitchen pillar."
Rgb-19-2,"A video,  a man in red checkbox shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is has long hairs, is skinny and wearing designed white shirt. She is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The man comes at the end as well and picks a kitchen pillar  and uses the mobile to take a photo of salad"
Rgb-20-1,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing black shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-20-2,"A video,  a man in black shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing black shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-21-1,"A video,  a man in red checkbox shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is has long hairs, is skinny and wearing gray shirt with design. She is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The man comes at the end as well and picks a kitchen pillar."
Rgb-21-2,"A video,  a man in red checkbox shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is has long hairs, is skinny and wearing gray shirt with design. She is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The man comes at the end as well and picks a kitchen pillar."
Rgb-22-1,"A video,  the man starts preparing salad. The man is wearing red shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. Another man comes at the end too and uses the mobile to take a photo of salad"
Rgb-22-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing red shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-23-1,"A video,  a man in white line shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing gray t-shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-23-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a man standing next to him, the man then starts preparing salad. The man is wearing gray t-shirt. he is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad"
Rgb-24-1,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is wearing blue shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad. the girl also eats salad at the end"
Rgb-24-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is wearing blue shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and uses the mobile to take a photo of salad. "
Rgb-25-1,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is plus-sized, wearing black shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too"
Rgb-25-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is plus-sized, wearing black shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too"
Rgb-26-1,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is wearing red shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and takes a photo of salad with his mobile and takes the sald. he also cleans the table"
Rgb-26-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is wearing red shirt, black pants and a wrist watch. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and takes a photo of salad with his mobile "
Rgb-27-1,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is skinny, wearing design shirt and black pants. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and takes a photo of salad with his mobile "
Rgb-27-2,"A video,  a man in white line shirt comes and picks a kitchen pillar, a girl standing next to him, the girl then starts preparing salad. The girl is skinny, wearing design shirt and black pants. she is preparing it on white table. The camera position is at top, table occupies 70% of the screen and we can see only the body and hands of the persons. The first man comes at the end too and takes a photo of salad with his mobile and cleans the table."
